"Appendix C: Table C-5. Annual Values, Selected Minor Export Classes (Millions of Dollars)",,,,,,,,,,,,,
,,,,,,,,,,,,,
1896,39.0,120.0,32.5,51.2,38.1,8.2,62.8,14.9,24.1,16.3,233.4,19.8,23.3
1897,41.5,185.1,28.3,61.9,40.8,10.6,67.5,19.0,22.8,16.3,212.9,18.5,27.7
1898,35.3,235.5,28.8,76.8,53.4,6.5,82.5,24.9,23.8,18.7,233.3,19.6,26.2
1899,33.1,188.8,35.3,74.3,53.1,9.1,76.9,28.6,30.0,22.1,191.8,24.5,31.1
1900,36.3,172.3,37.7,73.2,55.4,9.2,75.9,32.2,26.9,21.3,315.9,19.7,36.8
1901,40.1,195.2,40.6,81.1,67.1,8.8,78.6,35.6,26.9,21.8,301.9,25.2,34.8
1902,26.4,119.0,36.8,69.1,64.9,4.9,74.0,34.8,34.6,22.8,291.5,32.4,35.3
1903,39.4,116.4,37.3,62.4,67.9,4.9,81.5,29.7,29.8,23.7,379.6,25.6,44.6
1904,44.3,41.3,32.3,59.6,60.3,6.0,55.3,30.6,31.5,28.7,370.4,32.2,45.6
1905,43.9,94.9,34.9,66.3,74.3,5.8,57.7,37.7,26.8,28.4,393.3,55.2,43.2
1906,41.0,119.8,32.7,75.4,80.6,9.1,64.8,38.8,32.1,33.0,413.1,40.0,59.6
1907,36.9,138.8,31.8,68.3,81.1,4.7,71.2,41.9,32.8,28.2,469.8,23.7,67.7
1908,26.5,125.3,21.2,67.8,79.1,5.2,66.3,45.3,32.6,28.4,438.8,24.3,54.6
1909,18.1,80.5,14.7,55.9,72.7,2.2,55.2,39.8,36.8,33.2,461.9,32.2,56.4
1910,11.3,57.1,10.3,46.2,66.6,2.2,48.2,33.9,36.1,37.5,530.8,32.0,66.7
1911,18.0,69.9,7.4,59.7,82.1,4.4,59.6,44.3,42.2,39.3,517.1,42.3,74.9
1912,9.4,100.1,4.5,57.5,76.3,3.4,54.6,50.7,46.9,43.8,623.1,48.5,82.9
1913,6.3,133.0,3.9,64.1,82.5,2.6,64.5,45.8,52.9,37.4,575.5,49.4,88.6
1914,6.7,237.6,11.2,55.7,65.9,3.5,70.6,36.7,43.9,44.2,343.9,44.9,57.0
1915,8.6,415.4,49.2,124.3,71.7,20.1,111.2,56.6,52.5,78.4,417.0,88.9,40.0
1916,9.5,365.6,38.2,151.8,78.0,36.1,110.5,52.8,62.8,97.7,545.2,118.6,41.5
1917,9.8,442.4,58.0,203.8,93.4,67.3,195.1,33.3,45.6,77.8,575.3,143.0,49.0
1918,10.8,474.3,169.0,481.4,174.7,96.1,328.1,26.2,122.9,53.0,674.1,162.4,63.2
1919,28.5,537.9,69.7,598.2,305.9,144.9,398.0,77.7,260.0,214.5,1137.4,245.7,97.5
1920,27.7,785.7,27.0,237.1,177.5,80.7,300.2,53.2,245.5,108.6,1136.4,369.0,136.1
1921,26.4,592.9,5.7,139.1,136.8,43.8,165.5,49.1,205.1,31.7,534.2,107.6,63.1
1922,18.3,396.4,3.6,127.3,110.8,24.9,119.5,27.3,146.5,45.4,673.2,125.4,74.9
1923,12.1,192.6,3.3,140.3,148.1,27.3,118.7,25.1,153.4,42.7,807.1,122.5,115.2
,,,,,,,,,,,,,
YEAR,055,057,059,060,061,066,067,069,070,071,072,074,075
1879,1.2,2.0,2.1,,35.2,3.7,.7,.1,5.9,10.0,,3.4,1.6
1880,1.2,2.5,2.7,,31.8,1.4,.8,.2,7.2,10.7,,3.8,1.8
1881,1.5,3.4,3.1,,45.5,2.3,1.1,.3,8.7,13.4,,4.1,2.0
1882,1.7,3.9,3.4,.8,41.2,1.6,1.1,0.3,9.7,17.6,,4.7,2.3
1883,1.4,5.1,4.4,1.1,43.3,3.7,1.1,0.3,8.4,20.2,,4.1,2.4
1884,1.3,5.0,6.1,1.4,43.4,4.1,1.3,.2,7.5,16.5,,4.1,2.0
1885,1.5,4.1,6.0,1.9,43.6,4.1,1.2,.2,6.6,12.5,,4.0,1.8
1886,1.5,4.2,5.1,1.8,43.1,2.3,1.0,.3,6.6,11.8,,4.6,2.0
1887,1.5,5.5,5.1,2.0,41.8,1.7,1.3,.2,7.3,13.2,,5.0,2.1
1888,1.6,6.9,5.5,2.1,42.6,5.3,1.5,.5,8.5,16.2,,4.8,2.2
1889,1.2,6.4,6.1,2.3,47.2,2.2,1.4,.3,9.2,22.9,,3.3,4.2
1890,1.2,7.3,6.5,2.9,45.7,1.6,1.4,.4,11.2,24.6,,4.1,4.7
1891,1.3,8.7,5.4,4.0,40.8,9.3,1.6,.4,11.6,26.7,,3.8,4.5
1892,1.5,8.7,4.7,4.2,38.0,4.2,1.5,.4,11.4,23.3,,4.2,4.5
1893,1.7,12.3,4.0,4.6,37.9,15.2,2.5,.6,12.8,26.3,,4.4,4.5
1894,2.1,11.3,4.7,3.3,36.6,15.9,2.4,.7,13.3,24.0,,5.0,4.7
1895,2.4,10.8,6.3,4.5,50.8,13.1,2.7,.7,15.7,28.2,,5.7,5.6
1896,2.8,11.0,6.0,4.6,57.6,30.1,3.2,1.6,20.6,39.7,,6.0,5.8
1897,4.5,11.2,5.0,5.3,55.0,33.4,3.6,5.6,26.6,48.6,,6.5,6.2
1898,5.6,12.4,5.0,6.4,48.4,36.4,3.5,5.8,36.2,63.9,,7.6,6.4
1899,5.6,15.7,6.0,7.7,60.1,44.0,5.0,8.9,47.4,77.9,.2,10.3,7.9
1900,7.0,21.5,7.3,8.7,67.2,59.6,6.1,14.7,57.5,89.0,.4,11.5,8.4
1901,7.3,22.0,6.0,8.0,66.7,34.2,5.8,5.8,50.4,79.0,.7,11.6,8.1
1902,7.3,18.2,6.3,8.4,62.3,45.3,6.3,4.1,42.0,84.4,1.1,11.1,8.6
1903,7.3,27.2,6.8,9.6,65.8,42.9,6.8,4.0,42.0,92.0,1.6,11.5,9.9
1904,7.9,28.2,6.4,8.3,74.3,75.7,8.9,13.3,54.4,96.9,1.9,12.0,10.5
1905,8.8,29.0,6.1,7.9,73.6,85.1,10.3,12.4,59.4,112.3,2.7,13.9,12.1
1906,10.3,30.7,7.7,8.5,78.0,89.4,12.1,16.5,70.6,135.8,4.4,15.5,13.1
1907,8.7,40.2,6.3,10.2,85.0,98.3,13.7,17.1,82.2,151.4,5.8,16.6,14.8
1908,7.3,36.9,6.5,6.9,102.3,91.4,9.4,13.9,61.7,121.9,4.9,13.8,15.0
1909,8.8,38.4,6.0,7.6,97.8,94.6,10.0,17.9,67.6,117.6,7.8,15.4,15.6
1910,9.5,41.5,5.4,7.3,88.7,96.5,13.2,24.2,83.7,149.5,13.2,16.9,17.8
1911,10.3,52.6,6.2,7.0,99.8,108.4,16.0,36.8,99.2,179.7,19.2,20.3,19.7
1912,11.5,56.2,6.8,9.6,117.4,133.7,16.9,54.9,110.8,208.2,28.3,20.7,21.5
1913,11.2,67.4,8.4,18.2,134.0,159.4,9.5,44.0,119.1,217.6,33.3,20.9,21.2
1914,11.2,54.3,5.0,24.5,119.6,144.8,7.7,27.0,76.6,146.3,34.2,22.7,20.7
1915,14.2,61.2,4.3,34.5,121.0,187.5,54.9,72.9,169.6,207.8,111.6,73.0,185.0
1916,29.5,68.3,7.0,41.8,172.9,389.3,276.8,228.0,372.2,335.6,120.7,179.4,686.4
1917,35.3,110.4,7.7,63.5,204.0,539.1,166.8,423.4,490.8,429.7,120.3,201.7,628.4
1918,43.1,107.9,12.1,88.9,270.2,262.7,41.1,418.6,302.5,434.1,96.7,164.3,272.6
1919,69.9,120.4,14.8,55.6,306.7,158.4,37.1,236.6,337.8,618.8,151.7,140.2,83.8
1920,65.8,349.8,29.0,87.5,476.4,162.9,43.9,258.5,386.9,696.4,298.2,184.6,121.7
1921,29.0,168.2,20.2,57.1,323.9,95.6,22.2,89.2,227.0,465.2,81.9,56.7,40.0
1922,24.1,91.7,18.3,35.4,291.8,115.4,15.3,56.4,128.6,273.2,98.1,54.9,43.0
1923,25.7,154.1,23.1,47.1,296.2,145.1,19.8,69.5,160.1,323.6,166.3,66.4,47.8
