"Appendix B: Table B-1. Annual Fisher Price Indexes, Selected Intermediate Export Classes (1913=100)",,,,,,,,,,,
1890,77.2,75.4,107.0,104.7,85.0,,110.1,96.3,95.7,110.1,106.9
1891,72.3,71.5,100.4,99.7,83.5,,108.4,97.0,94.3,108.4,102.7
1892,66.3,65.8,86.1,87.7,78.5,,102.0,90.3,93.2,102.0,92.7
1893,65.4,64.8,71.8,75.3,68.5,,100.4,83.7,75.9,100.4,86.4
1894,53.1,54.4,67.3,70.1,61.7,,95.4,85.7,67.7,95.4,81.2
1895,54.7,55.8,92.6,89.9,67.3,,99.6,85.9,74.5,99.6,95.0
1896,59.0,59.2,94.5,92.2,71.8,,110.8,87.5,76.0,110.8,102.4
1897,51.9,53.4,84.9,84.3,72.1,,98.8,85.7,75.6,98.8,92.3
1898,46.3,48.8,76.4,76.9,73.9,,91.6,82.8,77.0,91.6,85.2
1899,52.7,55.1,95.6,92.2,102.9,107.5,95.6,86.7,102.2,95.6,94.4
1900,71.1,70.6,106.0,101.1,103.7,106.0,103.5,92.7,105.4,103.5,102.6
1901,66.2,66.1,95.7,95.0,103.7,104.2,101.4,93.1,105.6,101.4,98.2
1902,67.8,68.3,91.9,94.7,85.5,105.1,102.1,95.3,90.2,102.1,97.8
1903,80.3,79.4,105.8,105.5,90.0,104.6,103.9,99.5,94.2,103.9,103.5
1904,83.6,82.4,107.3,106.2,86.2,103.3,101.6,99.7,89.5,101.6,102.3
1905,74.1,75.3,90.9,93.3,99.2,101.0,100.3,97.1,101.0,100.3,96.8
1906,83.3,84.5,92.0,93.9,117.4,101.4,103.3,99.2,116.0,103.3,99.2
1907,87.2,88.6,96.8,97.4,119.9,103.5,107.5,100.6,118.3,107.5,103.3
1908,78.8,80.2,97.6,97.9,91.4,104.9,107.1,97.6,93.1,107.1,103.1
1909,91.5,91.2,91.3,93.1,88.6,105.5,105.1,95.6,89.7,105.1,100.1
1910,110.8,108.0,85.1,88.3,86.9,107.4,107.0,94.6,88.6,107.0,100.3
1911,91.3,92.5,80.7,85.7,85.5,103.4,102.0,95.0,87.2,102.0,96.2
1912,88.2,90.4,89.1,92.4,101.1,102.9,101.2,98.6,100.5,101.2,98.0
1913,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1914,86.5,89.1,92.8,95.1,92.7,96.1,94.7,96.3,95.5,94.4,94.0
1915,85.8,88.5,89.5,92.8,107.6,96.7,96.6,93.0,113.2,98.7,101.3
1916,120.3,120.1,117.0,113.1,160.1,99.9,108.3,97.6,162.6,119.1,131.4
1917,178.8,172.6,143.5,141.1,202.8,111.1,129.2,126.8,201.9,135.8,147.3
1918,242.4,228.1,187.4,177.9,183.8,131.4,149.9,141.5,197.7,151.6,163.6
1919,262.2,256.1,189.9,188.7,156.0,144.5,159.2,163.2,172.0,159.2,164.7
1920,292.3,285.6,226.3,245.4,152.2,155.7,170.9,254.2,179.3,170.6,182.3
1921,148.4,146.4,186.4,198.2,114.0,142.1,155.5,190.7,138.1,154.0,161.0
1922,175.0,167.8,147.3,168.6,101.1,121.7,128.5,186.7,116.4,127.7,132.8
1923,224.9,208.9,125.3,147.9,117.4,120.5,132.4,174.2,125.4,132.0,129.1
