"Appendix C: Table C-3. Annual Fisher Quantity Indexes, Selected Minor Export Classes (1913=100)",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1881,,4.6,27.7,,23.6,1.8,,.4,5.1,5.7,,,15.0,
1882,,5.3,30.8,4.9,23.1,1.3,,.5,5.7,6.9,,,16.9,
1883,,7.0,40.4,7.0,23.9,2.8,,.4,5.4,7.8,,,18.0,
1884,,7.3,54.6,8.4,23.6,3.4,,.4,4.7,6.2,,,15.7,
1885,,6.6,55.8,10.7,24.4,4.0,,.5,4.3,5.1,,,15.4,
1886,,6.8,52.3,11.6,26.3,2.3,,.7,4.8,5.0,,,17.6,
1887,,8.5,55.3,14.0,27.0,1.7,,.5,5.3,5.7,,,18.9,
1888,,10.2,53.2,14.7,26.0,3.6,,1.2,6.5,6.6,,,19.3,
1889,,9.8,58.4,17.4,31.1,2.0,,.8,7.1,9.5,,,22.6,
1890,,10.7,66.2,25.3,31.5,1.3,,1.1,8.5,10.4,,,24.4,
1891,,12.6,66.3,27.6,30.5,7.6,,1.0,9.1,11.5,,,23.4,
1892,,12.7,71.5,29.6,33.5,3.8,,.9,9.5,10.5,,,24.0,
1893,,18.9,78.9,42.0,39.4,15.3,,1.7,10.9,12.0,,,23.3,
1894,,19.3,78.7,36.0,40.8,17.6,,2.1,12.4,11.3,,,26.9,
1895,,19.5,79.6,48.4,39.7,13.0,,2.1,14.4,12.4,,,34.3,
1896,,18.9,80.9,47.7,43.8,28.1,,3.8,20.6,14.0,,,33.8,
1897,,19.0,83.5,57.7,46.4,30.3,,17.3,29.3,19.1,,,37.1,
1898,,22.3,82.5,70.5,46.4,31.8,,19.5,42.3,27.6,,,38.7,
1899,39.7,28.4,80.8,77.1,45.2,26.9,,22.0,51.3,33.4,.4,57.2,49.6,
1900,50.7,36.4,94.9,66.6,45.7,37.2,,32.5,48.5,38.8,.8,58.9,48.6,
1901,63.0,35.6,87.2,64.3,50.8,21.3,,12.7,43.6,35.1,1.4,59.6,50.2,
1902,59.8,26.8,99.7,74.3,49.0,36.9,,7.9,36.4,37.0,2.1,59.7,51.7,
1903,59.8,39.1,97.3,86.5,44.3,32.3,,8.2,34.2,40.8,3.2,61.6,56.8,
1904,61.5,41.0,81.3,74.0,49.5,58.6,,31.6,46.2,43.2,4.1,63.7,60.0,
1905,69.0,43.5,92.2,68.1,58.8,56.5,,27.1,50.2,51.3,6.0,67.4,68.1,
