"Appendix B: Table B-3. Annual Fisher Quantity Indexes, Selected Intermediate Export Classes (1913=100)",,,,,,,,,,,,
YEAR,104,106,107,108,113,114,120,121,122,125,128,
1879,151.4,174.6,126.7,115.7,77.3,14.5,37.4,18.2,21.8,41.7,20.8,
1880,165.5,194.6,141.1,128.2,83.3,15.4,42.4,16.1,22.8,46.8,22.0,
1881,120.0,155.0,112.6,103.4,69.8,16.8,41.3,20.0,26.0,44.9,23.8,
1882,83.0,94.4,73.9,69.4,53.4,18.9,41.7,18.3,33.3,45.5,28.8,
1883,84.3,119.6,93.3,85.3,66.9,17.9,44.6,18.7,30.7,49.0,28.3,
1884,78.6,103.0,81.2,74.5,66.0,19.1,43.3,17.5,30.1,47.2,28.4,
1885,72.3,123.2,94.1,85.7,77.3,19.3,37.8,22.3,28.7,42.4,26.6,
1886,90.7,118.4,93.1,83.8,75.0,19.0,47.6,26.1,26.0,51.9,26.1,
1887,86.9,112.4,88.4,85.1,74.1,21.8,47.2,23.3,26.6,51.1,28.5,
1888,57.8,103.8,79.3,77.6,64.3,22.8,46.7,17.5,30.8,51.0,29.5,
1889,87.5,157.9,119.6,115.3,83.6,31.5,54.6,16.9,36.3,60.3,37.0,
1890,98.3,187.4,145.5,138.5,99.5,31.6,51.9,18.2,35.6,57.7,36.6,
1891,121.2,176.3,130.4,124.6,96.6,33.3,61.6,23.9,31.8,66.6,35.8,
1892,143.3,190.0,141.4,134.6,111.3,27.8,53.9,23.5,35.7,58.5,36.6,
1893,109.7,137.0,105.9,100.7,90.5,39.2,51.2,23.9,36.9,58.3,37.7,
1894,98.9,166.2,130.3,124.1,101.6,43.8,63.6,28.4,38.8,69.5,41.3,
1895,93.6,170.4,130.6,125.4,102.6,42.7,58.1,30.5,43.4,64.1,45.2,
1896,159.3,201.0,151.1,144.4,117.0,48.3,64.8,40.4,51.7,72.0,50.4,
1897,201.1,220.7,169.5,160.8,125.3,45.3,69.6,42.5,59.9,74.3,54.8,
1898,222.1,249.5,187.6,177.5,144.3,47.0,88.6,48.0,57.2,92.5,55.8,
1899,189.6,257.0,190.5,179.7,153.4,55.7,66.3,59.7,61.6,71.6,61.3,
1900,179.6,240.4,177.5,169.3,146.7,56.2,73.7,43.4,64.5,80.6,64.1,
1901,185.3,246.1,178.5,171.5,146.9,62.6,78.1,56.9,60.9,82.5,64.9,
1902,113.3,190.1,137.1,133.6,122.6,62.9,77.2,70.2,59.8,79.3,61.7,
1903,124.5,180.1,140.0,134.5,126.2,66.5,79.9,59.9,69.7,81.3,66.8,
1904,73.2,176.5,142.8,138.4,115.4,73.3,75.4,67.6,69.0,76.9,70.0,
1905,109.1,200.8,166.0,159.2,133.0,73.6,95.2,104.9,67.3,89.9,68.0,
1906,126.8,202.0,168.8,161.7,135.2,83.4,85.9,78.0,73.5,88.0,76.8,
1907,118.8,176.0,146.5,140.8,124.8,72.1,89.3,48.8,77.2,93.1,76.3,
1908,99.0,159.9,137.8,132.6,117.1,75.1,93.4,54.2,67.5,95.7,71.7,
1909,65.2,123.5,106.7,104.6,95.3,82.1,85.6,70.3,70.9,86.3,74.2,
1910,54.9,81.5,78.0,77.2,73.8,98.0,79.8,65.1,82.5,80.8,84.5,
1911,68.6,108.9,112.6,109.3,104.9,100.5,97.9,86.3,91.5,97.7,92.3,
1912,79.4,99.2,98.7,96.8,98.9,108.8,122.0,102.6,97.5,120.3,99.7,
1913,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
1914,141.5,95.1,89.0,89.4,93.1,110.4,74.2,102.1,69.6,74.8,79.6,
1915,203.1,256.6,181.3,180.1,161.4,218.8,103.1,214.8,50.9,109.2,85.0,
1916,170.9,247.2,179.9,179.3,165.5,190.8,89.8,210.7,51.8,91.6,90.3,
1917,136.2,244.0,175.7,173.7,148.1,111.3,64.5,158.5,49.8,58.8,67.6,
1918,134.7,458.3,295.2,287.2,207.3,81.2,53.7,136.7,45.4,52.0,51.2,
1919,158.2,412.2,311.0,306.1,259.1,210.2,82.9,190.9,59.3,84.9,101.9,
1920,194.7,203.3,177.6,175.6,160.8,120.2,82.2,209.7,61.1,74.5,75.1,
1921,256.2,159.7,169.6,164.1,157.7,71.6,76.8,113.4,43.3,78.0,50.6,
1922,213.4,150.9,149.4,146.7,151.1,81.5,75.0,131.4,54.5,73.0,68.6,
1923,118.1,194.6,185.5,179.5,147.1,84.3,65.2,120.1,70.0,66.3,79.6,
,,,,,,,,,,,,
YEAR,133,136,139,140,141,142,143,144,145,146,147,
1879,41.3,38.1,18.8,14.5,2.3,,3.5,6.0,3.9,3.5,8.3,
1880,46.3,42.3,15.6,12.2,0.9,,3.5,5.7,2.7,3.6,7.3,
1881,44.3,40.9,22.9,17.7,1.5,,4.8,7.1,3.2,4.9,10.1,
1882,44.9,42.2,22.0,17.3,1.1,,5.7,8.4,2.8,5.7,10.7,
1883,49.3,44.6,23.4,18.7,2.2,,6.1,12.9,3.4,6.1,11.3,
1884,46.5,43.5,24.1,19.3,2.6,,5.0,17.7,3.7,5.1,10.5,
1985,41.9,39.1,24.9,19.8,3.1,,4.3,17.8,4.1,4.4,10.3,
1896,51.3,46.6,26.5,20.9,1.9,,4.3,15.9,3.8,4.4,10.7,
1887,50.6,46.7,27.4,22.0,1.5,,4.9,18.3,3.8,5.0,11.3,
1888,50.4,46.6,26.5,21.8,3.1,,5.8,20.6,4.8,6.0,11.7,
1889,59.6,55.5,31.4,25.2,1.7,,7.6,25.0,4.2,7.7,14.5,
1890,57.3,53.3,32.8,26.4,1.3,,8.6,21.8,4.5,8.6,15.3,
1891,65.9,59.8,31.7,26.1,6.2,,9.4,24.7,8.7,9.4,15.6,
1892,57.8,53.6,34.6,28.0,3.1,,9.0,27.1,6.6,9.1,16.0,
1893,57.5,53.9,41.1,34.5,12.3,,10.3,30.9,15.2,10.6,18.4,
1894,68.4,62.7,42.0,35.2,14.3,,10.4,26.4,17.1,10.6,18.9,
1895,63.3,59.8,42.3,35.5,10.7,,11.6,28.9,14.8,12.0,20.1,
1896,71.6,67.5,45.8,37.9,22.5,,14.4,28.6,24.9,14.6,22.6,
1897,74.1,70.3,48.9,40.0,27.6,,20.1,27.6,30.0,20.4,27.5,
1898,92.1,83.9,49.7,41.5,29.3,,28.9,29.7,32.5,28.9,33.5,
1899,71.6,69.8,49.0,42.9,25.9,28.5,35.0,36.8,29.9,35.1,37.9,
1900,80.5,77.7,49.5,45.8,36.2,33.0,37.8,42.6,38.7,38.0,40.2,
1901,82.3,78.9,53.6,48.1,19.4,30.0,34.2,43.6,24.9,34.5,39.5,
1902,78.6,75.7,53.2,44.9,29.2,31.9,33.3,38.2,33.8,33.7,38.8,
1901,81.0,79.0,49.4,46.3,26.3,35.1,34.8,45.6,32.0,35.3,39.1,
1904,76.6,75.6,52.6,49.3,52.1,37.5,40.2,47.1,53.7,41.1,44.3,
1905,89.7,85.6,61.1,55.8,49.6,44.6,46.3,50.3,51.9,47.4,51.5,
1906,87.8,86.1,65.0,59.6,45.6,54.2,54.4,54.4,49.1,55.5,58.1,
1907,93.0,89.7,66.7,65.2,48.6,59.5,59.3,63.1,53.0,60.6,62.5,
1908,95.3,90.8,75.3,69.3,58.1,47.4,46.9,61.7,59.2,47.6,55.4,
1909,86.1,84.0,77.5,72.1,64.1,46.6,49.0,62.4,66.6,49.7,58.1,
1910,80.3,81.2,75.7,72.4,70.1,59.4,61.4,67.3,73.0,62.5,67.5,
1911,97.4,96.7,88.9,86.3,85.7,75.3,77.9,82.9,88.3,79.3,82.8,
1912,119.8,115.4,95.4,91.6,94.1,90.1,91.5,86.3,96.9,92.6,94.3,
1913,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
1914,74.6,75.5,100.0,93.5,91.1,74.9,73.4,78.8,93.9,73.9,82.7,
1915,108.8,103.0,111.2,104.4,118.8,131.6,136.9,79.7,132.0,145.1,155.1,
1916,91.3,90.7,117.7,112.3,184.0,182.1,206.7,89.7,202.5,244.1,266.4,
1917,58.8,60.5,119.4,120.8,226.6,197.1,205.1,107.0,239.4,222.2,245.1,
1918,52.1,52.0,123.3,119.3,177.0,161.0,150.2,97.6,187.5,150.7,157.1,
1919,87.5,89.6,123.7,115.2,120.9,212.5,188.1,95.5,136.7,188.0,172.5,
1920,75.8,76.0,163.2,167.8,132.2,254.7,218.5,163.7,155.1,218.3,203.1,
1921,78.7,74.0,134.0,124.8,77.4,153.5,134.5,109.1,86.4,135.1,130.4,
1922,73.7,73.3,146.1,113.1,81.1,121.6,105.1,70.1,90.0,105.4,119.0,
1923,67.1,69.9,182.2,155.6,87.3,162.1,132.6,118.0,106.8,132.5,144.1,
