"Appendix B: Table B-5. Annual Values, Selected Intermediate Export Classes (Millions of Dollars)",,,,,,,,,,,
YEAR,104,106,107,108,113,114,120,121,122,125,128
1879,230,71,114,118,168,8,197,13,15,216,21
1880,258,86,147,151,204,9,251,14,17,271,25
1881,200,82,139,144,193,9,236,16,21,253,28
1882,147,59,103,109,163,10,238,16,27,260,34
1883,142,71,120,125,190,10,237,15,25,259,33
1884,117,60,99,104,174,11,232,13,23,255,31
1885,101,60,98,102,178,11,197,15,21,221,28
1886,119,53,90,94,162,10,230,18,19,251,27
1887,116,53,91,95,167,11,230,16,21,246,30
1888,81,53,88,94,155,10,236,13,25,256,31
1889,108,72,119,125,189,14,277,13,29,302,39
1890,123,81,138,143,216,14,265,13,28,291,39
1891,198,79,128,133,219,15,291,16,25,314,37
1892,203,89,146,150,255,13,230,15,26,253,37
1893,139,77,133,137,230,17,217,16,27,249,37
1894,109,82,141,146,223,18,215,17,28,240,40
1895,106,82,133,138,210,21,204,17,29,228,45
1896,165,86,132,137,219,22,253,23,35,278,49
1897,235,94,145,149,240,21,231,22,40,252,54
1898,279,111,171,175,290,23,253,24,38,280,55
1899,229,116,178,182,304,28,217,31,45,246,67
1900,217,117,182,188,310,28,337,26,52,375,74
1901,246,128,204,210,333,30,328,32,48,356,71
1902,159,112,181,188,308,32,325,40,51,349,74
1903,174,105,178,183,308,35,407,34,63,427,86
1904,101,97,163,169,269,38,404,42,61,421,92
1905,154,107,187,191,302,40,450,66,59,436,92
1906,178,113,203,207,328,47,456,52,77,480,118
1907,194,105,191,195,325,44,496,36,86,531,123
1908,170,93,178,182,309,42,466,35,71,492,105
1909,117,74,149,156,268,48,496,43,72,516,110
1910,93,60,128,135,239,57,566,44,85,585,134
1911,115,71,157,164,293,61,563,58,96,582,150
1912,142,66,146,153,288,68,676,67,105,693,161
1913,169,73,158,167,305,63,631,69,114,654,160
1914,274,71,140,150,293,71,394,71,74,421,126
1915,459,184,276,292,523,161,513,152,54,608,146
1916,416,198,312,330,604,163,675,191,58,718,182
1917,495,274,435,455,781,126,734,206,68,686,172
1918,534,668,938,967,1373,93,855,247,86,825,155
1919,646,698,1149,1194,1904,314,1410,368,135,1448,397
1920,883,279,538,566,1077,197,1538,496,185,1433,334
1921,673,157,338,351,657,65,651,153,89,763,123
1922,459,141,276,290,559,66,812,175,99,843,161
1923,257,154,330,345,553,70,945,177,147,987,208
,,,,,,,,,,,
YEAR,133,136,139,140,141,142,143,144,145,146,147
1879,218,246,37,39,4,,16,5,7,17,62
1880,272,303,35,37,2,,18,6,6,19,61
1881,253,288,49,52,3,,22,7,7,23,79
1882,261,301,45,49,2,,27,9,8,28,82
1883,260,298,49,54,4,,29,13,9,30,87
1884,256,294,51,56,4,,24,17,10,25,82
1885,223,256,52,56,4,,19,15,10,20,77
1886,253,285,50,54,3,,18,13,9,19,74
1887,248,286,49,54,2,,20,15,9,22,75
1888,257,294,50,57,6,,25,20,13,26,81
1889,304,351,56,62,2,,32,22,8,34,97
1890,294,338,55,62,2,,36,20,9,37,100
1891,317,360,50,59,10,,38,23,18,40,98
1892,255,297,47,56,5,,35,24,13,36,91
1893,251,294,46,59,16,,39,25,25,42,97
1894,242,288,45,56,17,,37,22,25,40,94
1895,230,281,62,73,14,,44,24,25,47,117
1896,281,337,68,80,32,,60,24,43,63,142
1897,256,316,65,77,39,,75,23,52,79,155
1898,285,346,60,73,42,,100,24,57,104,174
1899,251,325,74,90,53,78,125,30,72,130,217
1900,381,464,83,106,74,89,147,37,96,153,250
1901,363,441,81,104,40,80,130,38,62,136,235
1902,354,437,77,97,49,85,127,34,72,134,230
1903,433,530,82,112,47,94,136,42,71,142,245
1904,426,527,89,119,89,99,153,44,113,162,275
1905,442,545,88,119,98,115,174,45,123,185,302
1906,487,616,94,128,106,140,211,50,134,223,350
1907,540,673,102,145,115,157,239,60,147,253,391
1908,500,617,116,155,105,127,189,57,130,198,348
1909,524,649,111,153,112,125,193,56,140,203,361
1910,592,743,101,146,121,163,246,60,152,260,422
1911,591,757,113,169,145,199,298,75,181,314,504
1912,703,884,134,193,189,237,347,82,229,364,587
1913,663,844,161,231,203,251,370,97,251,380,625
1914,429,568,149,206,172,180,257,73,225,265,486
1915,619,770,160,224,260,319,489,73,375,544,983
1916,729,920,221,294,617,456,829,86,847,1105,2203
1917,698,882,275,394,963,549,980,134,1243,1147,2273
1918,838,1003,371,491,681,531,833,136,954,874,1624
1919,1522,1937,377,503,395,770,1108,154,605,1145,1795
1920,1470,1833,593,953,421,995,1382,410,715,1425,2340
1921,775,915,401,572,185,547,774,205,307,796,1327
1922,856,1039,346,441,172,371,500,129,271,515,1001
1923,1001,1233,366,532,242,490,650,203,346,670,1179
